Sr No, Blood Bank Name, State, District, City, Address, Website, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, Latitude, Longitude
707,Command Hospital Blood Bank ,Jammu and Kashmir,UDHAMPUR,Udampur ,"Command Hospital, Uttari Kaman, C/o Uttari Kaman, Udhampur",,,Government,,,24X7,32.930786,75.135348
708,Udhampur District Hospital Blood Bank ,Jammu and Kashmir,UDHAMPUR,Udhampur,"Udhampur  District Hospital, Near ITI collage",,MBBS,Government,NO,NO,24X7,32.919922,75.132831
709,Indian Red Cross Society Blood Bank Bokaro,Jharkhand,BOKARO,Bokaro,"IRCS, Blood bank, Pandit Jawahar lal Nehru Marg, Near Airport, Sector 1 B.S. City",,MD,Charity,NO,NO,9:00 AM to 6:00PM,23.644138,86.151112
710,Bokaro General Hospital Blood Bank,Jharkhand,BOKARO,Bokaro,"Blood Bank, Bokaro General Hospital, Sector - 4, Bokaro Steel City",,MD,Government,YES,NO,,23.675112,86.145632
711,K.M. Memorial Hospital & Research Center Blood Bank,Jharkhand,BOKARO,Bokaro,"Blood Bank, K.M. Memorial Hospital & Research Center, By Pass Road Chas Bokaro",,MD,Private,NO,NO,24X7,23.633257,86.173506
712,Deoghar Sadar Hospital Campus Blood Bank ,Jharkhand,DEOGHAR,Deogarh,"Blood Bank, Sadar Hospital, Deoghar ",,MBBS,Government,NO,NO,24X7,24.491027,86.693996
713,Patliputra Medical college and Hospital (PMCH) Blood Bank Dhanbad,Jharkhand,DHANBAD,Dhanbad,"PMCH, Saraidhela, Dhanbad, PO. BCCL Township",,MD,Government,NO,NO,24X7,23.7976877,86.4356088
714,Central Hospital Blood Bank BCCL Dhanbad,Jharkhand,DHANBAD,Dhanbad,"Blood Bank, Central Hospital, BCCL, Dhanbad",,MD,Private,NO,NO,24X7,23.8057146,86.4509654
715,S. N. Chakraborty Memorial Chakraborty Nursing Home Blood Bank,Jharkhand,DHANBAD,Dhanbad,"Debraj Complex, Dhansar, Dhanbad",,"MBBS, DCP",Private,NO,NO,24X7,0.0,0.0
716,Dwarka Das Jalan Memorial Hospital Bartand Blood Bank ,Jharkhand,DHANBAD,Dhanbad,"Blood Bank Dwarka Das Jalan Memorial Hospital Bartand, Dhanbad",,"MBBS, DOP",Private,NO,NO,24X7,23.806393,86.43059
717,Dumka Sadar Hospital Blood Bank ,Jharkhand,DUMKA,Dumka,"Near Town Hall, Dumka",,MBBS,Government,NO,NO,24X7,24.267264,87.251613
718,MGM Medical College Hospital Campus Blood Bank Jamshedpur,Jharkhand,EAST SINGHBHUM,Jamshedpur,"Sakchi, Jamshedpur",,MD (Pathology),Government,NO,NO,24X7,22.811699,86.210334
719,Jamshedpur Blood Bank ,Jharkhand,EAST SINGHBHUM,Jamshedpur,"Stocking Road, Northern Town. Bistupur",,MBBS,Charity,YES,NO,24X7,22.804227,86.181256
720,Garhwa Sadar Hospital Campus Blood Bank ,Jharkhand,GARHWA,Garhwa,"Blood Bank, Sadar Hospital Garhwa",,MD (Pathologist),Government,NO,NO,24X7,24.158163,83.802052
721,Giridih Sadar Hospital Blood Bank ,Jharkhand,GIRIDIH,Giridh,"Blood Bank, Sadar Hospital Giridih",,MBBS,Government,NO,NO,24X7,24.1879903,86.3064543
722,Gumla Sadar Hospital Blood Bank ,Jharkhand,GUMLA,Gumla,"Blood Bank, Sadar Hospital Gumla, Jharkhand",,MD (Pathologist),Government,NO,NO,24X7,23.0346771,84.5383358
723,Hazaribag Sadar Hospital Blood Bank ,Jharkhand,HAZARIBAGH,Hazaribagh,"Blood Bank, Sadar Hospital Campus Hazaribag",,MBBS,Government,NO,NO,24X7,23.997502,85.3564179
724,TISCO West Bokaro Hospital Blood Bank ,Jharkhand,HAZARIBAGH,Hazaribagh,"Blood Bank, TISCO West Bokaro Hospital, Ghatotand, Hazaribagh",,MD (Pathology),Private,NO,NO,24X7,0.0,0.0
725,Koderma Sadar Hospital Blood Bank ,Jharkhand,KODERMA,Koderma,"Blood Bank, Sadar Hospital Koderma",,MBBS,Government,NO,NO,24X7,24.188289,86.306465
726,Latehar Sadhar Hospital Blood Bank,Jharkhand,LATEHAR,Latehar,"Sub-Divisional Hospital Blood Bank, Latehar",,MBBS,Government,NO,,24*7,23.7432844,84.5059776
727,Lohardaga Sadar Hospital Blood Bank ,Jharkhand,LOHARDAGA,Lohardaga,"Blood Bank, Sadar Hospital Lohardagga",,MD,Government,NO,NO,24X7,23.441722,84.685316
728,Pakur Sadar Hospital Blood Bank ,Jharkhand,PAKUR,,,,,Government,NO,,24*7,24.6476852,87.7862334
729,Palamu Sadar Hospital Blood Bank ,Jharkhand,PALAMU,Daltonganj,"Daltonganj, palamau",,MD (Pathologist),Government,NO,NO,24X7,24.047051,84.060447
730,CCL Hospital Blood Bank Ramgarh,Jharkhand,RAMGARH,Ramgarh,"Blood Bank, CCL Hospital, Nai Sarai Ramgarh Cantt, Argada Road",,MD (Pathology),Government,NO,NO,24X7,23.6484192,85.5093472
731,Military Hospital Blood Bank Ramgarh,Jharkhand,RAMGARH,Ramgarh,"Blood Bank, Military Hospital, Ramgarh Cantt, Ramgarh",,MD (Pathologist),Private,NO,NO,24X7,0.0,0.0
732,Apurva Blood Bank Ramgarh,Jharkhand,RAMGARH,Ramgarh,Apoorva Blood Bank Ramgarh,,MD (Pathologist),Private,NO,NO,24X7,0.0,0.0
733,"Heavy Engineering Corporation, Plant Hospital Blood Bank",Jharkhand,RANCHI,Ranchi,"Sector III, HEC Campus, Opposite JSCA Stadium, Ranchi",,"MD, DCP",Government,NO,NO,24X7,23.313367,85.277743
734,"Rajendra Institute of Medical Science (RIMS) Blood Bank, Bariyatu",Jharkhand,RANCHI,Ranchi,"Bariatu, Ranchi, Jharkhand",http://www.rimsranchi.org/,MD (Pathologist),Government,YES,YES,24X7,23.388964,85.349138
735,CCL Hospital Blood Bank Ranchi,Jharkhand,RANCHI,Ranchi,"Central Hospital,CCL, Gandhi Nagar, Kanka Rd, Ranchi ",,MD (Pathologist),Government,NO,NO,24X7,23.408788,85.321355
736,Indian Red Cross Society (IRCS) Blood Bank Morabadi,Jharkhand,RANCHI,Ranchi,"Morabadi, Near Hockey Stadium, Ranchi",,MBBS,Charity,,NO,24X7,23.3882502,85.3281205
737,Abdur Razzaque Memorial Weavers Hospital (ARAM) Blood Bank ,Jharkhand,RANCHI,Ranchi,"Blood Bank, ARAM Apollo Hospital, IRBA, Ranchi",,MD (Pathologist),Private,YES,NO,24X7,23.4507571,85.4370738
738,Nagarmal Modi Seva Sadan Hospital Blood Bank,Jharkhand,RANCHI,Ranchi,"Blood Bank, Nagarmal Modi Seva Sadan Hospital, Upper Bazar, Ranchi",,MD,Private,,NO,24X7,23.371161,85.317141
739,Rinchi Trust Hospital Blood Bank,Jharkhand,RANCHI,Ranchi,"Rinchi Trust Hospital Blood Bank, Kathal More, Itki Road, Ranchi.",,"MBBS, DCP",Charity,YES,NO,24X7,23.3451234,85.1106008
740,Devkamal Hospital and Research Centre Blood Bank,Jharkhand,RANCHI,Ranchi,"Bajra Bazar, Bajra, Near IIT Bus Stand, Itki Road",,MBBS,Private,NO,NO,24X7,23.3691335,85.2204851
741,Gurunanak Hospital and Research Centre Blood Bank ,Jharkhand,RANCHI,Ranchi,"Gurunanak Hospital and Research Centre Blood Bank Unit, Station Road, Ranchi.",,MD,Private,NO,NO,24X7,23.349938,85.330008
742,Sainik Hospital Blood Bank Namkum,Jharkhand,RANCHI,Ranchi,"Blood Bank, Sainik Hospital, Namkum, Ranchi",,MD (Micro),Private,,NO,24X7,23.3496021,85.3796172
743,Birsa Blood Bank Bariyatu,Jharkhand,RANCHI,Ranchi,"RIMS Colony, Near Hill View Nursing Home, Bariyatu
",,MBBS,Private,NO,NO,24X7,0.0,0.0
744,Jharkhand Blood Bank Bariatu ,Jharkhand,RANCHI,Ranchi,"Jharkhand Blood Bank, S. R. Complex,  Near Bariatu Masjid, Bariatu",,MD (Pathology),Private,NO,NO,24X7,23.395757,85.351652
745,Archi Blood Bank Jharkhand ,Jharkhand,RANCHI,Ranchi,"Baxi Avenew, Dr. J. Sharan Lane Bariatu Ranchi",,MBBS,Private,NO,NO,24X7,23.38949,85.346526
746,Sahebganj Sadar Hospital Blood Bank ,Jharkhand,SAHEBGANJ,Sahebganj,"Blood Bank, Sadar Hospital, Sahebganj",,MBBS,Government,NO,NO,24X7,25.235841,87.634215
747,Simdega Sadar Hospital Blood Bank ,Jharkhand,SIMDEGA,Simdega,"Blood Bank, Sadar Hospital Simdega ",,MD (Pathologist),Government,NO,NO,24X7,22.6149779,84.5028825
748,Chaibasa Sadar Hospital Blood Bank ,Jharkhand,WEST SINGHBHUM,Chaibasa,"Blood Bank, Sadar Hospital Chaibasa, West Singhbhum ",,MD (Pathologist),Government,NO,NO,24X7,22.5505168,85.8054811
749,Kiriburu Meghahatuburu General Hospital Blood Bank,Jharkhand,WEST SINGHBHUM,KIRIBURU,Kiriburu Iron Ore Mines,,MBBS WITH ONE YEAR TRAINING IN TRANSFUSION MEDICINE,Government,NO,NO,24X7,22.104554,85.291571
750,TATA (TISCO) Hospital Blood bank,Jharkhand,WEST SINGHBHUM,Noamundi,"Blood Transfusion Unit, TISCO Hospital, Noamundi, Chaibasa",,MBBS,Private,NO,NO,24X7,22.145873,85.494402
751,Bagalkot Blood Bank,Karnataka,BAGALKOT,Bagalkot,"Hanagal Shree Kumareshwar Hospital and Research Centre, Ilkal Road",,Medical officer,Private,NO,NO,24X7,16.186132,75.70653
752,B. V. V. Sanghas HSK Hospital Blood Bank,Karnataka,BAGALKOT,Bagalkot,"Navanagar, Bagalkot",,Medical Officer,Private,YES,YES,24X7,16.165075,75.675072
753,District Hospital Blood Bank Bagalkot,Karnataka,BAGALKOT,Bagalkot,Navanagar,,Medical officer,Government,NO,NO,24X7,16.165011,75.660812
754,M/s. Vijay Mahant Blood Bank,Karnataka,BAGALKOT,Ilkal,"Sri Basaveshwara Childrens Hospital & Research Centre,
Gorbal Naka",,Pathologist,Private,YES,NO,24X7,0.0,0.0
755,Mounesh Hospital&#39;s The Jhamkandi Blood Bank,Karnataka,BAGALKOT,Jamkhandi,"Near P.B. High School, Uma Rameshwar Road",,Medical officer,Private,NO,NO,24X7,0.0,0.0
756,Ramanagoudar Hospital Blood Bank,Karnataka,BAGALKOT,Mudhol," 2nd floor, CTS, No.4042/B17, Near Kathi Kalyan Mantap ",,Medical officer,Private,NO,NO,24X7,15.364709,75.123955
757,M/s. Sai Aadhar Hospital Blood Bank,Karnataka,BAGALKOT,Mudhol,"Sai Aadhar Hospital, Yadwad Road",,Pathologist,Private,NO,NO,24X7,16.325218,75.289397
758,K.L.E.Society & Medical Research Centre Blood Bank,Karnataka,Belgaum,Belgaum,Nehru Nagar,,Medical Officer,Private,YES,NO,24X7,15.887919,74.519593
759,Belgaum Blood Bank and Diagnostic Laboratory,Karnataka,Belgaum,Belgaum,"3137, Huns Talkies Road, (opposite to Central High School)",,Medical officer,Private,NO,NO,24X7,15.860356,74.512478
760,District Hospital Blood Bank,Karnataka,Belgaum,Belgaum,Dr. B. R. Ambedkar Road,,Medical officer,Government,YES,NO,24X7,15.86908,74.510438
761,Shree Mahaveer Blood Bank,Karnataka,Belgaum,Belgaum," 4th Floor, Radio Complex, CTS No. 116/1A, Shivaji Road",,Medical Officer,Private,NO,NO,24X7,15.854367,74.511233
762,M/s. Sri Sai Blood Bank,Karnataka,Belgaum,Belgaum,"Shri Sai Hospital, No:40/2, Laxmi Nagar Main Road,
Vadagaon",,Pathologist,Private,NO,NO,24X7,15.833587,74.526571
763,Rotary Charitable Trust Blood Bank,Karnataka,Belgaum,Chikkodi,"New Extension Area, Nippani",,Medical Officer,Charity,NO,NO,24X7,16.160173,74.812128
764,Rotary Seva Sangh Blood Bank,Karnataka,Belgaum,Gokak," R. S. No. 211/B, Plot No. 14C, Yogikolla Road",,Medical officer,Charity,NO,NO,24X7,16.160405,74.81216
765,Medical College Hospital Blood Bank,Karnataka,BELLARY,Bellary,"Vijayanagara Institute of Medical Science (VIMS), Bellary",,Medical officer,Private,YES,YES,24X7,15.154334,76.896594
766,District Hospital Blood Bank Bellary,Karnataka,BELLARY,Bellary,Bellary.,,,Government,NO,NO,24X7,0.0,0.0
767,Swamy Vivekananda Charitable Blood Bank,Karnataka,BELLARY,Bellary,"D. No.130, Near TVS Show Room, Parvathinagar Main Road",,Medical Officer,Charity,YES,YES,24X7,0.0,0.0
768,Smt. Vasantidevi Baldota Blood Bank,Karnataka,BELLARY,Hospet,"Baldota Colony, Dam Road, Hospet",,Medical officer,Private,YES,NO,24X7,0.0,0.0
769,Chiranjeevi Blood Bank,Karnataka,BELLARY,Hospet,"Near Vijayanagara Colony, 100 Bed Hospital Road, Amaravathi",,Medical officer,Private,YES,NO,24X7,0.0,0.0
770,M/s. Sri Siddartha Medical College Hospital Blood Bank,Karnataka,BENGALURU RURAL,Bangalore,"Sri Siddhartha Medical College & Hospital, T.Begur, Nelamangala Tq",,Pathologist,Private,YES,NO,24X7,13.160791,77.323405
771,MVJ Medical College and Research Hospital Blood Bank,Karnataka,BENGALURU RURAL,Hosakote,"Dandupalya, Kolathur Post, NH-4",,Medical officer,Private,YES,NO,24X7,13.077457,77.811502
772,BGS Global Hospitals Blood Bank,Karnataka,BENGALURU RURAL,Kengeri,"No. 67, Uttarahalli Road",,Medical officer,Private,YES,NO,24X7,12.911276,77.486216
773,Harsha Hospital Blood Bank,Karnataka,BENGALURU RURAL,Nelamangala,"No. 193/4, Byraveshwaranagar, Sondekoppa Circle, N.H.4, Bengaluru.",,,Private,NO,NO,24X7,13.097983,77.38581
774,Narayana Hrudayalaya Blood Bank,Karnataka,BENGALURU URBAN,Anekal Taluk,"University Medical Centre, (KMC) Hospital",,MD Transfusion Medicine,Private,YES,YES,24X7,12.80927,77.695173
775,Government Haji Sir Ismail Sait Gosha Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bangalore,"Near KSPCB Limited, Tasker Town, Shivaji Nagar",,MBBS,Government,NO,NO,24X7,12.987532,77.604913
776,Swamy Vivekananda Voluntary Blood Bank,Karnataka,BENGALURU URBAN,Bangalore,"No.20,3rd Floor, SGRR Complex, 1st Cross, Raja Ram Mohan Roy Road, S. R. Nagar",,Lab technician,Private,YES,NO,24X7,12.9649846,77.589012
777,M/s. Aster CMI Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bangalore,"43/2, Bellary Rd,NH-4,Sahakar Nagar, Hebbal",http://asterbangalore.com/,Pathologist,Private,YES,NO,24X7,13.054677,77.592504
778,M/s. East Point Hospital Blood Bank Virgonagar,Karnataka,BENGALURU URBAN,Bangalore,"East Point college of Medical Sciences&Hospital, Janana Prabha Campus, Bidarahalli",http://www.eastpoint.ac.in/,,Private,YES,NO,24X7,13.053662,77.717912
779,Unique Blood Bank & Diagnostic Centre,Karnataka,BENGALURU URBAN,Bangalore,"1st floor,S.L.N.Complex, City Market Square",,Lab technician,Private,NO,NO,24X7,12.965837,77.576262
780,SHUSHRUTHA VOLUNTARY BLOOD BANK,Karnataka,BENGALURU URBAN,Bangalore,"The Blood Bank Medical officer
Sushrutha Voluntary Blood Bank,
No:875,Modi Hospital Road,  Near Pristine Hospital",,MD pathology,Private,NO,2,24X7,12.9978842,77.5411603
781,Bengaluru Blood Bank and Diagnostic Laboratory,Karnataka,BENGALURU URBAN,Bengaluru,"Between 6th and 7th Cross, Opposite R.R.Gold Palace, Sampige Road,Malleshwaram",,DMLT,Private,YES,NO,24x7,12.998074,77.571614
782,Bengaluru Rotary TTK Medical Service Trust Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"New Thippasandra Main Road, HAL III Stage",http://www.bmstindia.org/,Transfusion Medicine Specialist,Private,YES,YES,24x7,12.99807,77.580434
783,KIMS Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"K. R. Road, Visveswarapuram,Near Makkala Koota Bus Stop",http://www.kimsbangalore.edu.in/hospital.html,Medical Officer,Private,YES,NO,24x7,12.956353,77.574114
784,Bangalore Baptist Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Bellary Road, Hebbal",http://www.bbh.org.in/,Pathologist,Private,YES,NO,24x7,13.035289,77.589935
785,Sanjaya Gandhi Accident Hospital and Research Institute Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Jayanagar East, Byrasandra",http://www.sgito.org,Medical Officer,Government,NO,NO,24x7,12.935769,77.593859
786,Victoria Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Fort Road, Bengaluru",http:/victoriahospitalbangalore.org,Medical Officer,Government,YES,NO,24x7,12.963399,77.573818
787,M. S. Ramaiah Medical Teaching Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,Gokul Extension,,Medical Officer,Private,YES,YES,24x7,13.030487,77.566648
788,Saint Martha&#39;s Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,Nrupatunga Road,,Medical Officer,Private,YES,NO,24x7,12.970679,77.586085
789,Kidwai Memorial Institute of Oncology Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,Dr. M.H.Marigowda  Road,http://www.kmio.org,Medical Officer,Government,YES,NO,24x7,12.93759,77.598537
790,Transfusion Medicine Centre Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,NIMHANS Hosur Road,http://www.nimhans.ac.in,DMLT,Government,YES,YES,24x7,12.94039,77.59883
791,St. John&#39;s Medical College Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Sarjapur Road, Bengaluru",http://www.stjohns.in,Pathologist,Private,YES,YES,24x7,12.929482,77.620182
792,Mallya Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No.2, Vittal Mallya Road",http://www.mallyahospital.net,Medical Officer,Private,YES,YES,24x7,12.968063,77.595068
793,Hindustan Aeronautics Limited - HAL Hospital Blood Bank ,Karnataka,BENGALURU URBAN,Bengaluru,"Suranjandas Road, Near HAL Airport, Vimanapura",http://www.hal-india.com,Medical Officer,Government,NO,NO,24x7,12.962447,77.665284
794,Saint Philomena Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No.1, Nilsandra Road",,Medical Officer,Private,NO,NO,24x7,12.965428,77.610476
795,K. C. General Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,Malleshwaram,,Pathologist,Government,NO,NO,,12.996389,77.56931
796,Command Hospital Blood Bank Air Force,Karnataka,BENGALURU URBAN,Bengaluru,"Old Airport Road, Near Cambridge Layout, Domlur Village, Post Agram",http://www.afmc.nic.in/,Medical Officer,Government,YES,NO,24x7,12.963321,77.62882
797,E.S.I.Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,Rajajinagar,,Pathologist,Government,NO,NO,24X7,12.990775,77.553498
798,Rashtrotthana Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"93/2 Keshava Shilpa 1st Mn Road, Kempegowda Nagar ",,Pathologist,Private,YES,YES,24X7,12.954814,77.565362
799,Dr. B. R.Ambedkar Medical College Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"K.G.Halli, Bengaluru",http://www.bramc.org,Medical Officer,Private,NO,NO,24x7,13.025275,77.614217
800,Hosmat Hospital Unit of Phisicare Services Private Limited Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No.45, Magrath Road, Off. Richmond Road",http://www.hosmatnet.com,DMLT,Private,NO,NO,24x7,12.969035,77.61346
801,Grace Blood Bank and Laboratory,Karnataka,BENGALURU URBAN,Bengaluru,"2, 10th Cross, Ganganagar, Bengaluru",,DMLT,Private,NO,NO,24x7,13.026155,77.588859
802,Sri Sathya Sai Institute of Higher Medical Sciences Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"EPIP Area, Whitefield",https://wfd.sssihms.org.in/,Medical Officer,Private,YES,NO,24x7,12.981135,77.729224
803,Navarang Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No.2953, Ist Floor, Near Navarang Circle, M.K.K.Road, 
Rajaji Nagar, ",,Medical Officer,Private,NO,NO,24x7,12.9982,77.551623
804,Bangalore Lions Service Trust - Lions Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Bhagwan Mahaveer Jain Hospital, Millers Road, Vasantha Nagar",,DMLT,Charity,YES,NO,24x7,12.989645,77.592754
805,Sri Jayadeva Institute of Cardiology Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Gurappanapaly Post, Banneraghatta Road",,Medical Officer,Government,YES,NO,24x7,12.917957,77.599329
806,Vydehi Institute of Medical Science Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"EPIP AREA, 06 WHITE FIELD",,Medical officer,Private,YES,YES,24x7,12.975378,77.72927
807,Akshay Voluntary Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No. 968, 2nd Floor, 41st Cross, 3rd Block. Opposite E.S.I. Hospital, Rajajinagar",,Medical Officer,Charity,YES,NO,24x7,12.989853,77.552805
808,Bowring and Lady Curzon Hospitals Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Shivaji Nagar, Bengaluru",http://www.bowringhospital.org,Medical Officer,Government,NO,NO,24x7,12.982165,77.604276
809,Kempegowda Medical Service Trust - Millennium Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No.1082/9, Sreenivasa Prasanna Complex, Triveni Road, Yeshwanthpur, Bengaluru",,,Private,NO,NO,24x7,13.019584,77.557981
810,S. K. Voluntary Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"14/1,I Floor, MESA Complex, Old Tolgate Bus Stop, 
Magadi Main Road",,DMLT,Private,YES,NO,24x7,12.974445,77.549288
811,Indira Gandhi Child Institute of Health Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"South Hospital Complex, Dharamaram College Post",http://www.igch.org/,Medical Officer,Government,YES,NO,24x7,12.937319,77.592016
812,Rajarajeshwari Medical College Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"5th Cross, Mysore Road, New Guddadahalli",,Medical Officer,Private,YES,YES,24x7,12.896508,77.46166
813,Sanjeevini Trust Jayanagar Voluntary Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"1897/A, Cellar Floor, Gulora, 26th Main Road, Sount End Cross Road, 9th Block, Jayanagar",,Medical Officer,Charity,YES,NO,24x7,12.9157415,77.5909561
814,Sri Vinayaka Charitable Trust  Jeeva Voluntary Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No. 23 and 84, Sharoff Basappa Commercial Complex, 2nd Main, Ist Cross, New Tharugpet",,Medical Officer,Charity,YES,NO,24x7,12.961633,77.571067
815,Indian Red Cross Society - Karnataka Red Cross Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Red Cross Bhavan, 326, Ist Floor, Race Course Road, Bengaluru",http://www.redcrosskarnataka.org,Medical Officer,Charity,YES,NO,24x7,12.984218,77.578831
816,Apollo Hospitals (Imperial Cancer Hospital and Research Centre) Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"Apollo Hospitals a unit of Imperial Cancer Hospital and Research Centre Limited, 154/11, Opp.I.I.M Bannerghatta Road",http://www.apollohospitalsbangalore.com,Medical Officer,Private,YES,NO,24x7,12.89643,77.598015
817,Vijayanagar Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No. 27, 17th Cross, M.C. Layout, Vijayanagar",,Medical Officer,Private,NO,NO,24x7,12.969227,77.536519
818,Bangalore Institute of Oncology Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No. 8, P. Kalinga Rao Road, Sampangiram Nagar",,Medical Officer,Private,NO,NO,24x7,12.964273,77.589629
819,Ocean Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"No. 133-134, K. P. Broadway Road, Shivajinagar",,Medical officer,Private,NO,NO,24x7,12.982018,77.604484
820,Rotary K. R. Hospital Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru," No. 75, Hanumanthanagar, 50 Feet Road, Bengaluru ",,Medical Officer,Private,NO,NO,24x7,12.941937,77.553588
821,Veerayoga Institute of Medical Sciences Speciality Hospitals Blood Bank,Karnataka,BENGALURU URBAN,Bengaluru,"VIMS, No. 88, Marathhalli, Outer Ring Road",,Medical Officer,Private,YES,NO,24x7,12.948331,77.699554
