Sr No, Blood Bank Name, State,Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Email Nodal Officer, Category, Apheresis, License #, Date License Obtained, Date of Renewal, Latitude, Longitude
368,Kasturba Hospital Blood Bank,Delhi,110002,0112 3282915 ext 202,9868142141,,,kasturbahospital@gmail.com,http://www.kasturbahospital.org/,abha1957@gmail.com,Government,YES,1480/94,1/1/2013,31-12-2017,28.648838,77.238017
369,Sir Ganga Ram Hospital Blood Bank,Delhi,110060,"011 42251800, 011 42251868, 011 42251869, 011 42251872, 011 25750000, 011 25751111, 011 25735205, 011 25861463",,011 42251868,011-42251869,"bloodbank@srgh.com, vivek.ranjan@sgrh.com",http://www.sgrh.com,vivek.ranjan@sgrh.com,Private,YES,1443/94,1/1/2012,31-12-2016,28.638675,77.189489
370,Lal Bahadur Shastri Hospital Blood Bank,Delhi,110091,011 22783633,9582500318,,011 22786808,lbshbb2016@gmail.com,,ibshbb2016@gmail.com,Government,NO,E0002/10/BB,30-10-2015,renewal applied,28.617839,77.311452
371,Max Super Specialty Hospital Blood Bank,Delhi,110092,"011 66242515, 011 43033333",9911866565,8860444888,011 22235563 ,bloodbank.ppg@maxhealthcare.com,http://www.maxhealthcare.in/index.php/hospital-network/max-super-speciality-hospital-patparganj,reeta.rai@maxhealthcare.com,Private,YES,1892,9.09.2015,Applied for renewal,28.633501,77.308836
372,Dr. Hedgewar Arogaya Sansthan Blood bank,Delhi,110032,"011 22301148, 011 22301149, 011 22309407",9811100306,,011 22393154,msdhas2010@gmail.com,,aloksingh_dr@yahoo.com,Government,NO,1876,1/1/2015,Applied for renewal,28.655875,77.293489
373,Lions Blood Bank East Delhi,Delhi,110092,"011 43009747, 011-42828091","09717897507, 09717897509",,,lionsbloodbankeastdelhi@gmail.com,,lionsbloodbankeastdelhi@gmail.com,Charity,YES,(E0016)/15/BB,23.06.2015,22.06.2020,28.641094,77.309423
374,Dharamshila Cancer Foundation and Research Centre Blood Bank,Delhi,110096,1143066436,9717567779,,,rxhope@gmail.com,http://www.dhrc.in/index.html,rxhope@gmail.com,Private,YES,1521,10.7.14,9.07.19,28.602512,77.314182
375,Northern Railway Central Hospital Blood Bank,Delhi,110029,"011 23747989, 011 23744150, 011 23744170",9717630541,,,sdeorari@yahoo.com,,sdeorari@yahoo.com,Government,YES,1270/88,11-Dec,16-Dec,28.636518,77.217459
376,Pushpawati Singhania Research Institute Blood bank,Delhi,110017,1130611780,8375968248,,011 29252516,bloodbank@psri.net,http://www.psrihospital.com/,"inchargebloodbank@psri.net, bloodbank@psri.net ",Private,YES,1745,11-Dec,31.12.2016,28.533218,77.225185
377,"Cardio Neuro Centre Blood Bank, AIIMS ",Delhi,110029,"011 26593625, 011 26593749",9868398196,"011- 26593625, ","91-11-26588641,  26588663",anjalihz@gmail.com,http://www.aiims.edu/en.html,anjalihz@gmail.com,Government,YES,1204/87,Not Available,Not Available,28.566539,77.20984
378,Hindu Rao Hospital Blood Bank,Delhi,110007,011 23905713,,,,hodbbhindurao@gmail.com,http://www.hindurao.com/,hodbbhindurao@gmail.com,Government,YES,786,01.01.2013,31.12.2017,28.67538,77.212312
379,St. Stephen&#39;s Hospital Blood Bank,Delhi,110054,"011 23966021, 011 23966022, 011 23966023, 011 23966024 ",9868399207,,,"sshbloodbank@gmail.com, prakash_uma@yahoo.com",http://www.ststephenshospital.org/,prakash_uma@yahoo.com,Private,NO,677/81,1.1.13,31.12.2017,28.665135,77.214542
380,Sant Pramanand Hospital Blood Bank,Delhi,110054,"011-23981260, 011 23994401, 011 23994402",9818582204,,011 23974706,bloodbank@sphdelhi.org,http://www.sphdelhi.org/,bloodbank@sphdelhi.org,Charity,YES,1895,1/10/2015,renewal,28.677715,77.224099
381,Swami Dayanand Hospital Blood Bank,Delhi,110095,"011 22581031, 011 22583809 ",8506019595,,011 22583809,bloodbank.sdnh.edmc@gmail.com,,drawanindra@gmail.com,,,Not Available,Not Available,Not Available,28.678471,77.304087
382,Mission Jan Jagriti Blood Bank,Delhi,110026,011 47053443,9811210662,,,"bhupendersingh@yahoo.in, info@missionjanjagriti.org ",http://www.missionjanjagriti.org/,drnkbhatia@yahoo.com,Charity,YES,C(0013)/14/BB,19.06.2014,18.06.2019,28.606008,77.295437
383,Central Poly Clinic Blood Bank,Delhi,110051,,9811157559,,011 22526347,drlalchandanidelhi@yahoo.com,,drlalchandanidelhi@yahoo.com,Private,YES,1799,,Applied for renewal,28.645742,77.292552
384,Sushruta Trauma Centre Blood Bank,Delhi,110054,"011 23906014, 011 23906028",9868399328,,,mfhtc9metcalfroad@gmail.com,http://www.mamc.delhiGovernmentnic.in/stc-blood.htm,,Government,,Not Available,Not Available,Not Available,28.680339,77.227674
385,Sanjay Gandhi Memorial Hospital Blood Bank,Delhi,110083,"011 27922843, 011 27916137",8447734495,,,,http://www.delhi.gov.in/wps/wcm/connect/doit_health/Health/Home/Hospitals/Sanjay+Gandhi+Memorial+Hospital/,bksdelhi2004@yahoo.com ,Government,NO,1796,10.10.2011,10.10.2016,28.692792,77.081656
386,Sunder Lal Jain Charitable Hospital Blood Bank,Delhi,110052,011 47030900,9873439803,,,sljhosp@ndf.vsnl.net.in,http://www.sljhospital.com/,sljhosp@ndf.vsnl.net.in,Private,YES,1544,12-Nov,16-Nov,28.691886,77.181583
387,Max Super Specialty Hospital Blood Bank,Delhi,110088,011 66422222,9810994195,,,,http://www.maxhealthcare.in/index.php/hospital-network/max-super-speciality-hospital-shalimar-bagh,Ajju.agnihotri@maxhealthcare.com ,Private,YES,Nw/0006,26.12.2011,25.12.2016,28.727954,77.152927
388,Lions Blood Bank,Delhi,110088,"011 42258080, 011 47122000 ","09717897500, 09717897520, 09717897504","09717897520, 09717897500",,poonamshrivastava1@gmail.com,,,Charity,YES,1899,Not Available,Not Available,28.704148,77.162213
389,Mission Jan Jagriti Blood Bank,Delhi,110041,"011 30580345, 011 30777777","08510888929, 08510888925",,,drnkbhatia@yahoo.com,http://www.missionjanjagriti.org/,drnkbhatia@yahoo.com  info@missionjanjagriti.org,Private,YES,NW/0005/11/BB,11-Dec,16-Dec,28.501683,77.246745
390,Saroj Super Speciality Hospital  Blood Bank,Delhi,110085,"011 47903333, 011 27903276",9818442406,,,rbansal1970@yahoo.com,http://www.sarojhospital.com,rbansal1970@yahoo.com,Private,YES,1898,16.05.2011,15.05.2016,28.70612,77.129045
391,Rajiv Gandhi Cancer Institute and Research Center Blood Bank,Delhi,110085,"011 47022222, 011 27051011  ","09599587154, 09810743903",,,,http://www.rgcirc.org/,drvinita.verma24@gmail.com,Private,YES,1569,01.01.2012,31.12.2016,28.716471,77.11093
392,Dr. Baba Sahab Ambedkar Hospital Blood Bank,Delhi,110085,"011 27049950, 011 27055585",9718599615,,011 27058108,msidhar67@gmail.com,http://delhi.gov.in/wps/wcm/connect/DOIT_DBSAH/dbsah/our+services/blood+bank,msbsah@yahoo.co.in,Government,,Not Available,Not Available,Not Available,28.715052,77.113639
393,Delhi Heart and Lung Institute Blood Bank,Delhi,110055,"011 42999999, 011 42988899, 011 23538351",9999909508,,,bloodbank@dhli.in,http://www.dhli.com,bloodbank@dhli.in,Private,NO,1840,13.08.2013,12.08.2018,28.641636,77.205219
394,Park Hospital Blood Bank,Delhi,110018,011 45323232 ,7503141442,,,"info@parkhospital.org, drrekha29@gmail.com, hospital12@gmail.com",http://parkhospital.in/,"info@parkhospital.org, drrekha29@gmail.com , hospital12@gmail.com",Private,YES,w0001/10/bb,15.06.2015,renewal applied,28.651772,77.093105
395,Fortis Hospital Blood Bank,Delhi,110088,011 45302282,"09891239174, 09899863256",,011 45302222,bloodbank.sb@fortishealthcare.com,http://www.fortishealthcare.com,arvind.khanijo@fortishealthcare.com,Private,YES,NW0003/10/BB/13091,06.12.2010,renewal applied,28.709162,77.170214
396,Pitampura Blood Bank,Delhi,110034,,"08130999395, 09810681450",,,pitampurabloodbank@gmail.com,http://www.pitampurabloodbank.org,pitampurabloodbank@gmail.com,Private,YES,NW(0011/13/BB,7/10/2013,6/10/2018,28.700002,77.125443
397,Brahm Shakti Hospital and Research Centre Blood Bank,Delhi,110084,"011 27537894, 011 27532428, 011 27531683, 011 27537967",9868535861,,,info.brahmshaktibloodbank@gmail.com,http://www.brahmshaktihospital.com/index.php,info.brahmshaktibloodbank@gmail.com                       drranjanv@yahoo.com,Private,YES,1858,4.2015,4.2019,28.712343,77.081205
398,Guru Tegh Bahadur Hospital Blood Bank,Delhi,110095,011 22590148,,,,,http://delhi.gov.in/wps/wcm/connect/doit_gtbh/GTBH/Home,bsdirsbtc@yahoo.co.in,Government,YES,1227,31.12.2011,31.12.2016,28.683856,77.309903
399,Holy Family Hospital Blood Bank,Delhi,110025,011 26332800,9716832373,,,,,,Private,YES,691/81,1/1/2013,31-12-2017,28.563012,77.275829
400,Batra Hospital and Medical Research Centre Blood Bank,Delhi,110062,"011 29958747, 011 29957487",,,011 29956255,,http://www.batrahospitaldelhi.org,amit.varma@batrahospitaldelhi.org  info@batrahospitaldelhi.org ,Private,YES,1098,1.1.12,31.12.16,28.513468,77.245773
401,All India Institute of Medical Sciences (AIIMS) Blood Bank,Delhi,110029,"011 26594438, 011 26594400",,011 40401010,"011 26588641, 011 26588663 ","kabitachatterjee@gmail.com, poonamcoshic@gmail.com",http://www.aiims.edu/,kabita.chatterjee@gmail.com,Government,YES,Not Available,Not Available,Not Available,28.567152,77.20902
402,Safdarjung Hospital Blood Bank,Delhi,110029,"011 26707254, 011 26707124",,,011 26163072 ,,http://www.vmmc-sjh.nic.in/,,Government,YES,692,31.12.12,renewal applied,28.568016,77.205765
403,Shri Moolchand Khariti-Ram Hospital and Ayurvedic Research Institute ,Delhi,110024,011 42000476,8588955190,,,info@mcdh.in,http://www.moolchandhealthcare.com,,Private,,Not Available,Not Available,Not Available,28.566225,77.235575
404,National Heart Institute Blood Bank,Delhi,110065,"011 26414156, 011 26414157",9650186253,,,info@nationalheartinstitute.com,http://www.nationalheartinstitute.com,,Private,,Not Available,Not Available,Not Available,28.5574087,77.2457177
405,Max Super Specialty Hospital Blood Bank,Delhi,110017,"011 26515050, 011 26505252",9873081647,,,,,sangeeta.pathak@maxhealthcare.com,Private,YES,1893,15-Sep,Applied for renewal,28.527512,77.213547
406,Saket City Hospital Blood Bank,Delhi,110017,"011 40699999, 011 71211062",9899673262,,09171211010 / 2133,bloodbank@saketcityhospital.com,http://www.saketcityhospital.com,bloodbank@saketcityhospital.com,Private,YES,s0010/13/bb,12.7.13,11.07.2018,28.527686,77.214348
407,Rockland Hospital Qutab Blood Bank,Delhi,110016,011 47667357,9958415656,,,labrh@yahoo.com,http://www.rocklandhospitals.com/,labrh@yahoo.com,Private,,License No 1912,5/3/2012,4/3/2017,28.53736,77.181113
408,Primus Ortho and Spine Hospital Blood Bank,Delhi,110021,"011 66206630, 011 66206640",,,,mgarg1964@yahoo.co.in,,"info@primushospital.com, mgarg1964@yahoo.co.in",Private,YES,sw/0014)/14/bb,14-Dec,19-Dec,28.5929,77.181273
409,White Cross Blood Bank,Delhi,110065,"011 26831063, 011 26844140",9810304201,,,,,Ntk28@yahoo.co.in,Private,YES,1439/94,11-Dec,16-Dec,28.560675,77.253601
410,Rotary Blood Bank,Delhi,110062,"011 29054068, 011 29054066, 011 29962078",9868034748,,011 26056333,blood@rotarybloodbank.org,http://www.rotarybloodbank.org/,"blood@rotarybloodbank.org ,anjugulia@hotmail.com ",Private,YES,504,10/1/2012,9/1/2017,28.513434,77.24269
411,Jai Prakash Narayan Apex Trauma Centre Blood Bank,Delhi,110029,"011 26731166, 011 26731179, 011 26731169, 011 26108000, 011 26109000",9868397275,,011 26106826,arulselvi.jpnatc@gmail.com,http://www.jpnatc.com/,arulselvi.jpnatc@gmail.com               vedanandarya@yahoo.co.in ,Private,NO,1891,27-04-2013,26-04-2018,28.568128,77.200338
412,Fortis Escort Heart Institute Blood Bank,Delhi,110025,011 26825053,9873411881,011 47134916,,contactus.escorts@fortishealthcare.com ,http://www.fortisescorts.in/,"ramesh.khurana@fortishealthcare.com, rashmi.keswani@fortishealthcare.com",Private,YES,1250/88,1/1/2012,31-12-2016,28.560455,77.273777
413,Hakeem Abdul Hameed Centenary Hospital Blood Bank,Delhi,110062,011 26059668,9350621681,,,bloodbankjamiahamdard@gmail.com ,http://himsr.org/,bloodbankjamiahamdard@gmail.com ,Private,YES,S (0007)/12/BB,20-03-2012,6/3/2017,28.513711,77.251861
414,Apollo Hospital Blood Bank,Delhi,110044,"011 26925801, 011 26925858, 011 26825707",,18605001066,,,http://www.apollohospdelhi.com/contact-us,makroo@apollohospitals.com ,Private,YES,1534/95,11-Dec,16-Dec,28.540647,77.283445
415,Armed Forces Transfusion Centre Blood Bank,Delhi,110010,011 23336685,,,,aftcdelhicant@gmail.com,http://delhi.gov.in/wps/wcm/connect/doit_drug/DoIT_Drug/Home/Blood+Bank,,Government,,Not Available,Not Available,Not Available,28.596425,77.117561
416,Fortis Flt. Lt. Rajan Dhall Hospital Blood Bank,Delhi,110070,011 42776222,9811419822,,1142776221,sljain49@yahoo.com,http://www.fortishealthcare.com/,sljain49@yahoo.com               Sl.jain@fortishealthcare.com ,Private,YES,1904,7/7/2011,6/7/2016,28.519397,77.160438
417,Institute of Liver and Biliary Sciences Blood Bank,Delhi,110070,011 46300000 ,9540946817,,,,http://www.ilbs.in/,"meenubajpai@hotmail.com, pjpankaj.jain84@gmail.com ",Charity,YES,1938,5.10.14,4.10.2019,28.506259,77.165051
418,Mata Chanan Devi Hospital Blood Bank,Delhi,110058,"011 45582193, 011 45582194",9971802973,,,,http://mcdh.in/index.aspx,drsharmavk@yahoo.com ,Private,YES,1698/99,31-12-2013,31-12-2017,28.618861,77.078382
419,Bhagat Chandra Hospital Blood Bank,Delhi,110045,011 45254525,,,,,,tapan.kbhatta@gmail.com ,Private,YES,SW0004/11/BB/553,4/5/2011,3/5/2016,28.593451,77.081221
420,Indian Spinal Injuries Centre Blood Bank,Delhi,110070,011 42255387,9971975275,,"011 26898810, 011 26899147",,,bloodbank@isiconline.org,Private,NO,SW(0008/BB/13,18.03.2013,17.03.2018,28.532663,77.141765
421,Bensups Hospital Blood Bank,Delhi,110075,011 45017615,9999138158,,,,,,Private,,Not Available,Not Available,Not Available,28.592838,77.044191
422,Blood Bank Organisation,Delhi,110005,011 25721870,9350584812,,,bloodbankorg@gmail.com,http://www.bloodbank.org.com,bloodbankorg@gmail.com,Private,NO,210/92,11-Dec,16-Dec,28.642777,77.18156
423,E. S. I. Hospital Blood Bank,Delhi,110015,"011 25970808, 011 25100664",9811073500,,,dr.ajay.sagar@esic.in,http://www.esihospital.org/cont/index.php?jai=9,,Government,,Not Available,Not Available,Not Available,28.657697,77.13012
424,Maharaja Agrasen Hospital Blood Bank,Delhi,110026,011 40777777 (Exte. 6700),9910426353,,,,http://www.mahdelhi.com,dr.omp@rediffmail.com,Private,YES,1800/2001,28-11-2011,27-11-2016,28.67408,77.134063
425,Sri Balaji Action Medical Institute Blood Bank,Delhi,110063,"011 42888888, 011 45666666",,,,transfusionmedicine.sbami@yahoo.com,,"sadhanamangwana@yahoo.co.in, info@actionhospital.com",Private,YES,1874,09.01.2015,Renewal letter awaited,28.673738,77.110226
426,Dr. B. L. Kapoor Memorial Hospital Blood Bank,Delhi,110005,"011 30653095, 011 30653926",9958436222,,,,http://www.blkhospital.com,info@blkhospital.com;drrasikasetia@blkhospital.com,Private,YES,1928,30.04.2014,29.04.19,28.643642,77.179979
427,Kalra Hospital and Shri Ram Cardiothoracic and Neurosciences Center (SRCNC) Blood Bank,Delhi,110015,011 45005700,9871699688,,,,,"drsunild@gmail.com ,  bijaymajhi34@yahoo.com ",Private,YES,1942,11.10.2014,renewal applied,28.657823,77.142691
428,"R.B.T.C (wz), Deen Dayal Upadhyay Hospital",Delhi,110064,"011 25129345, 011 25494403, 011 25494405",9718990241,9718990267,"011 25494264, 011 25125393",dduhbloodbank@gmail.com,http://www.delhi.gov.in/wps/wcm/connect/doit_health/Health/Home/Hospitals/Deen+Dayal+Upadhyay+Hospital/,dduhbloodbank@gmail.com,Government,YES,1226/1988,1/12/2011,31-12-2016,28.583437,77.117583
429,Jaipur Golden Hospital Blood Bank,Delhi,110085,"011 27907248, 011 27907238, 011 27907000",9968340243,,,,,"garimamanas@yahoo.co.in ,jgh@jghdelhi.net ",Private,YES,1751/2000,11-Dec,31-12-2016,28.697734,77.109478
430,Jan Jagriti Blood Bank,Delhi,110092,,"09811210662, 08510888929",,011 30580345,drnkbhatia@yahoo.com,http://www.missionjanjagriti.org,drnkbhatia@yahoo.com,Private,YES,E(0012)13/133,31.12.2013,30.12.18,28.605975,77.295427
431,District Hospital Blood Bank ,Goa,403507,0832 2253387,07507965359	,,0832 2262211,asilolab@gmail.com ,,krupsjog@gmail.com,Government,NO,888		,24-02-2013,25-02-2018,15.597585,73.820198
432,Goa Medical College Blood Bank,Goa,403202,0832 2458724,09422641170	,0832 2458724,0832 2458728,bloodbankgmc@gmail.com ,http://www.gmc.goa.gov.in/,bloodbankgmc@gmail.com ,Government,NO,228	,31-12-2012	,1/1/2018,15.463768,73.858813
433,Hospicio Hospital Blood Bank,Goa,403601,"0832 2703801, 0832 2705664",09850456578	,,0832 2735972,bloodbank_hh@yahoo.co.in,,bloodbank_hh@yahoo.co.in,Government,NO,68/F28C	,30-12-2012	,31-12-2017,15.27947,73.960567
434,Apollo Victor Hospital Blood Bank,Goa,403601,0832 2728888,,,0832 2720078,,https://www.apollohospitals.com/,,Private,,,,,15.268835,73.965605
435,SMRC&#39;s V. M. Salgaocar Hospital Blood Bank,Goa,403 711,"0832 6691919, 0832 2540218",9049843109,0832 2540083,0832 2542622,bloodbank@smrcgoa.org,http://smrcgoa.org/,eugenedsouza24@gmail.com,Private,NO,909,21-07-2012,20-07-2017,15.395075,73.837127
436,V. S. Hospital Blood Bank,Gujarat,380006,079 26577621  (Extn.341),"09925144720, 09925144720",,,"drcherryshah@gmail.com, vsghbloodbank@gmail.com",http://www.nhlmmc.edu.in/contactUS.aspx,"drcherryshah@gmail.com, vsghbloodbank@gmail.com",Government,NO,GB/754,8/2/2013,7/2/2018,23.020595,72.571659
437,Smt. Shardaben Hospital Blood Bank,Gujarat,380018,"079 22164261, 079 22924264",9662359429,,,sclhospitalbloodbank@gmail.com ,,sclhospitalbloodbank@gmail.com,Government,NO,G/774,2/12/2011,1/12/2016,23.035285,72.617719
438,L. G. Hospital Blood Bank,Gujarat,380008,079 25461380 / 81 / 82 / 83 / 84 (Extn. 219) ,9825445414,,,lghbloodbank@gmail.com,http://copewithcancer.org/resources/blood-banks/,lghbloodbank@gmail.com,Government,YES,GB/775,15-06-2013 ,14-05-2018,22.999464,72.60458
439,Civil Hospital Blood Bank,Gujarat,380016,"079 22683949/50/51/52/53/54/55, 07922683721-31 (Extn.1419)",9426516595,7922684274,,ihbt_bjmc08@yahoo.com,http://www.bjmc.org/,"ihbt_bjmc08@yahoo.com, drmgajjar@hotmail.com,  bhatnagarnidhi@ymail.com ",Government,YES,GB/791,21-05-2012 ,20-05-2017,23.051227,72.6055
440,General Hospital Blood Bank Sola,Gujarat,380060,"079 27664349, 079 27432584, 079 27474359 (Exte.210)         ",9925594684,,,jignasanb@gmail.com,http://www.gmersmchsola.com/,jignasanb@gmail.com,Government,NO,GB - 135  (Licence Validity Certificate),30 - 12 - 2013,9/1/2019,23.082702,72.525858
441,Indian Red Cross Society Blood Bank,Gujarat,380007,"079 26651833, 079 26650855",9824040597,9824040597,,redcross.ahmedabad@gmail.com,http://www.ahmedabadredcross.org/,redcross.ahmedabad@gmail.com,Charity,,GB-752,2012,31/12/2017,23.012718,72.55774
442,The Gujarat Cancer & Research Institute Blood Bank,Gujarat,380016,"079 22681451, 079 22688061, 079 22688062, 079 2268 8000 ",9429617258,,079 22685490,drrimakusumgar@gmail.com,http://gcriindia.org/,drrimakusumgar@gmail.com,Government,NO,G777,20-08-1992,31-12-2016,23.039061,72.610263
443,Institute of Kidney Disease and Research Centre ,Gujarat,380016,"079 22687164, 079 22687165, 079 22687000, 079 22685609","09427326164, 09662539914",,079 22685454,ikdrcbb@gmail.com,http://www.ikdrc-its.org/,sheetalchandak29@hotmail.com,Government,YES,GB/29,1/5/2013,30-04-2018,23.051439,72.605577
444,Help Voluntary Blood Bank  ,Gujarat,380008,079 65136744,098244 78775,,,drdilipshah@greencrosslab.com,,"drdilipshah@greencrosslab.com, chetanthakkar24@gmail.com, drdivyangip@yahoo.com, helpbloodbank@yahoo.com",Charity,NO,GB/37,3/12/2012,2/12/2017,23.000103,72.604863
445,GUJARAT CANCER MEDICAL COLLEGE,Gujarat,380025,"079 6648138,079 66048000",9824365588,na,079 22201915   ,gcsbloodbank@yahoo.in,http://www.gcsmc.org/,gcsbloodbank@yahoo.in,Government,,GB-163,9/5/2011,8/5/2016,23.038706,72.610334
446,General Hospital Blood Bank ,Gujarat,380024,"079 22745770, 079 22743935",,,,,http://www.esic.nic.in/modelhosp.php,,Government,NO,GB/61		,25-10-2013,24-10-2018,23.028114,72.623869
447,Military Hospital Blood Bank,Gujarat,380003,,7567980891,,,,,,Government,NO,GB/138,24-05-2012 ,23-05-2019,0.0,0.0
448,Dr. Jivraj Mehta  Smarak Health Foundation Blood Bank,Gujarat,380007,"079 22687164, 079 22687143","09428600668, 09428600668",,,,http://www.jivrajhealthcare.org/,,Charity,NO,GB/55,1/1/2012,31-12-2016,23.008319,72.543367
449,Prathama Blood Centre,Gujarat,380007,079 26600101,9978950806,,,jayshree@prathama.org,http://www.prathama.org/,jayshree@prathama.org,Charity,YES,GB 96,1/1/2012,31-12-2016,23.006225,72.541921
450,White Cross Blood Bank ,Gujarat,,079 22815227,098254 53617,,,sandipcwbb1999@yahoo.com,,sandipcwbb1999@yahoo.com,Charity,NO,GB/80,17-04-2013 ,13-12-2018,23.06573,72.636791
451,Adarsh Pathology Laboratory and Blood Bank,Gujarat,,"079 22749146, 079 22746672",9825089741,,,adarsh_vbb@yahoo.com,,adarsh_vbb@yahoo.com,Private,NO,G/637,17-04-2013 ,16-04-2018,23.033177,72.628422
452,Gujarat Blood Bank Paldi,Gujarat,380007,079 27413719,098245 22310,,,gujaratdiagnostic101@yahoo.in,http://www.gujaratbloodbankandpathlab.co.in/,gujaratdiagnostic101@yahoo.in,Private,NO,GB/56,1/1/2012,31-12-2016,23.016405,72.566328
453,Karnavati Blood Bank and Pathology Lab,Gujarat,380013, 079 27415150,9426088254,,,chetanddalal@yahoo.co.in,,chetanddalal@yahoo.co.in,Private,NO,GB/4,1/1/2011,31-12-2015,23.057858,72.552974
454,Cross World Voluntary Blood Bank ,Gujarat,380013,"079 26568004, 079 26401959","09327015909, 09376118500",,"079 26401515, 079 26401959",sandipcwbb1999@yahoo.com,,sandipcwbb1999@yahoo.com,Private,NO,GB/80,17-04-2013 ,13-12-2018,23.056322,72.570237
455,Maha Gujarat Blood Bank,Gujarat,380008,"079 25451331, 079 25461641","09825306725, 09712906725",,,mahagujaratbloodbank@yahoo.com,,,Private,NO,GB/102,1/1/2012,31-12-2016,22.997578,72.603054
456,Supratech Voluntary Blood Bank,Gujarat,380054,"079 40058958, 079 40054400, 079 40057317",9825023700,,,,,,Charity,NO,GB/84,Latest renwed License is awaited,applied for renewal,23.067721,72.512046
