Sr No, Blood Bank Name, State, District, City, Address, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, License #, Date License Obtained, Date of Renewal, Latitude, Longitude,label
466,Indian Red Cross Society Blood Bank Petlad,Gujarat,ANAND,Petlad,"Blood Bank, Indian Red Cross Society, Opposite to Ranchodji Temple, Petlad, Anand",MD,Private,NO,NO,24X7,GB/117,6/9/2012,5/9/2017,22.564674,72.96086,0
467,Gandhi Lincon Hospital Blood Bank,Gujarat,Banaskantha,Banaskantha,"Bhansali Trust sanchalit Voluntary Blood Bank, Gandhi Lincon Hospital, Nr.Municipal Complex, Nr. Sardar-Baug, Deesa, 
Banaskantha",MBBS,Private,NO,NO,24X7,GB/11,Applied for renewal ,Applied for renewal,24.256318,72.184372,0
468,"M. U. Pethani Voluntary Blood Bank, Palanpur",Gujarat,Banaskantha,Banaskantha,"Bhagwan Mahavir Seva Samiti Sanchalit Mafatben Uttamlal Pethani Voluntary Blood Bank, Baradpura, Near Delhi Gate,                           Palanpur, Banaskantha",MD,Government,NO,NO,24X7,GB/790	,31-12-2012	,31-12-2017,24.170367,72.435186,0
469,General Hospital Blood Bank Palanpur ,Gujarat,Banaskantha,Banaskantha,"Blood Bank, General Hospital, Palanpur, Banaskantha",MD,Government,NO,NO,24X7,G/690,18-03-2015,17-03-2020,24.175017,72.434692,0
470,Gayatri Pathology Laboratory and Voluntary Blood Bank,Gujarat,Banaskantha,Banaskantha,"Gayatri Pathology Laboratory and Voluntary Blood Bank, Kirti Chamber, Kirti Stambh Road, Palanpur, Banaskantha",MD,Private,NO,NO,24X7,GB/6,2012	,16-Dec,24.266228,72.183973,0
471,Bhoomi Voluntary Blood Bank Palanpur,Gujarat,Banaskantha,Banaskantha,"Bhoomi Voluntary Blood Bank, Paulamo House, Near Bridge, 
Palanpur, Banaskantha",MD,Charity,YES,NO,24X7,GB/106,01-01-2013	,31-12-2017,24.162436,72.414225,0
472,Vikas Voluntary Blood Bank,Gujarat,Banaskantha,Banaskantha,"Vikas Voluntary Blood Bank, Computerized Pathology Laboratory, Kirti Harsh Complex, Nr. Gayatri Mandir, Highway Road, Deesa, Banaskantha",MBBS,Private,NO,NO,9am - 6 pm (7 days),GB/1,27-06-2013	,26-06-2018,24.264792,72.183378,0
473,Dharti Voluntary Blood Bank,Gujarat,Banaskantha,Banaskantha,"Dharti Voluntary Blood Bank, 1st Floor, Super Market S.T. Road, Dhanera, Banaskantha",MBBS,Government,NO,NO,9 t0 6( 7 days),GB/146,Applied for renewal,applied for renewal,24.499781,72.020131,0
474,Saraswati Voluntary Blood Bank,Gujarat,Banaskantha,Banaskantha,"Saraswati Voluntary Blood Bank. Saraswati Hospital, Opposite to Petrol pump, Dhanera, Banaskantha",MBBS,Government,NO,NO,9am - 6pm(7 days),GB/151,07-01-2012	,30-06-2016,24.499588,72.032557,0
475,Gayatri Voluntary Blood Bank,Gujarat,Banaskantha,Banaskantha,"Gayatri Voluntary Blood Bank, Kiran Complex,Highway Road, 
Deesa, Banaskantha",MBBS,Private,NO,NO,9am - 6pm (7 days),GB/114,15-05-10,14-05-15,24.263756,72.162408,0
476,Adarsh Voluntary Blood Bank ,Gujarat,Banaskantha,Tharad,"Adrash Blood Bank (Shree Sharswati Trust - Tharad), Adarsh Complex,  2nd Floor, Ambika Nagar Society-1, Highway Road, 
Tharad, Banaskantha",Diplomo in Pathology,Private,NO,NO,9am to 6pm,GB/165	,-2011	,26-11-2016,24.396283,71.638042,0
477,Indian Red Cross Society Blood Bank,Gujarat,BHARUCH,Bharuch,"Blood Bank, Indian Red Cross Society, Sevashram Hospital Compound, Bharuch",MD,Private,NO,NO,24X7,GB/27	to ,19-09-2014 ,18-09-2019,21.725118,21.725118,0
478,Kumarpal Gandhi Blood Bank,Gujarat,BHARUCH,Bharuch,"&#34;B&#34; Block,1st Floor, Near Palika Shopping Centre, Near Gujarat Gas Circle, Ankleshvar",MD,Private,NO,NO,24BY 7,GJ/88	,23-09-2013,22-09-2018,21.628147,72.995778,0
479,Sir T. General Hospital Blood Bank,Gujarat,BHAVNAGAR,Bhavnagar,"Blood Bank, Sir T. General Hospital, Dr. H. L. Vaidhya Marg, 
Kalanala, Bhavnagar",M.D. (Pathology),Government,YES,YES,24X7,G/772,30-07-1992,4/8/2012,21.767673,72.141981,0
480,Bhavnagar Blood Bank,Gujarat,BHAVNAGAR,Bhavnagar,"Bhavnagar Blood Bank, Ofice No. 1,2,3 - Plot No. 1686, B-Wing, 1st Floor, Municipal Commercial Complex, Sardar Nagar Circle, Sardarnagar, Bhavnagar",MD,Government,YES,YES,24X7,G/723	 ,11/11/2011,10/11/2016,21.76982,72.160378,0
481,Bambhaniya Voluntary Blood Bank,Gujarat,BHAVNAGAR,Bhavnagar,"Bambhaniya Voluntary Blood Bank Trade Centre, Kalanain Circle, Bhavnagar",MBBS,Private,YES,NO,24X7,GB/107	,-2011	,30-12-2016,21.774103,72.143714,0
482,Navkar Charitable Trust Mahuva Blood Bank,Gujarat,BHAVNAGAR,Bhavnagar,"Blood Bank Navkar Charitable Trust, Opposite to Nagrik Bank, Vasi Talav, Mahuva, Bhavnagar",MD,Private,YES,NO,24X7,GB/108,-2012	,19-04-2017,21.088961,71.769089,0
483,Smt. Sonalien A. Shah Blood Bank,Gujarat,BHAVNAGAR,Bhavnagar,"Blood Bank, Omkar Paramedical Charitable Trust Organization, Smt. Sonaliben A. Shah Blood Bank, 2nd Floor, Patel Chamber,Paliad Road, Botad, Bhavnagar",MBBS,Charity,NO,NO,24X7,GB/64	,Applied for renewal,Applied for renewal,22.178967,71.651792,0
484,Tulsi Pathology Laboratory and Blood Bank,Gujarat,BHAVNAGAR,Bhavnagar,"Tulsi Pathology Laboratory and Blood Bank, Bhairav Para, 
Palitana, Bhavnagar",MBBS,Private,NO,NO,9 t0 6( 7 days),GB/13,Applied for renewal,Applied for renewal,21.529208,71.824705,0
485, Indian Red Cross Society Blood Bank ,Gujarat,Dahod,Dahod,"Sanchalit Dr. Mohsinbai S. Lenwala Voluntary Blood Bank, Dr.Harilal C.Seth, Red Cross Bhavan, Police Line road, Dahod","MBBS, DCP",Charity,NO,NO,24 x 7,GB/154		,27-09-2013,29-12-2018,22.838831,74.254139,0
486,Samarth Raktdan Kendra                                                             ,Gujarat,Dahod,Dahod,"Samarth Raktdan Kendra, Gausala chowk, Daulatgunj Bazar, Dahod",MBBS,Charity,NO,NO,9 am to 7 pm (Emergency 24 hours),GB/122	,15/04/2015 ,14/04/2020,22.949278,73.630239,0
487,Kiran Voluntary Blood Bank                                                                       ,Gujarat,Dahod,Dahod,"Kiran Voluntary Blood Bank, Near Hotel Vrundavan,
Station Road, Dahod",MD,Private,NO,NO,24X7,GB/123	,9/12/2012,8/12/2017,22.839956,74.254361,0
488,General Hospital Blood Bank Ahwa,Gujarat,DANG,Ahwa,"Blood Bank, General Hospital, Ahwa, Dang",MBBS,Government,NO,NO,24X7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,20.761612,73.689241,0
489,"Indian Red Cross Society (IRCS), Kalol, Gandhinagar",Gujarat,GANDHINAGAR,Gandhinagar,"Blood Bank, Indian Red Cross Society, Sheth C.S. Municipal Hospital, Kalol, Gandhinagar",MD,Charity,NO,NO,24X7,GB/807,Applied for renewal,Applied for renewal,22.608583,73.459578,0
490,"GMERS MEDICL COLLEGE ATTACHED GENERAL HOSPITAL, GANDHINAGAR",Gujarat,GANDHINAGAR,GANDHINAGAR,"Blood Bank, H-1 Block, First Floor, Civil Hospital Campus, Opposite to Pathik Ashram, Sector-12, Gandhinagar ",MD,Government,NO,NO,24X7,GB/704	,7/1/1992,31/12/2016,23.218597,72.641585,0
491,Shraddhadeep Pathology Lab and Blood Bank,Gujarat,GANDHINAGAR,Gandhinagar,"Shraddhadeep Pathology Lab and Blood Bank, 
Shiv Complex , Plot no. 329, 1st Floor, Sector-16, Gandhinagar",MBBS,Private,NO,NO,7:15am - 9:00pm,GB/70	,2012	,17-Dec,23.226929,72.646557,0
492, Apollo Hospital International Limited Blood Bank,Gujarat,GANDHINAGAR,Gandhinagar,"Blood Bank, Apollo Hospital International Limited, Block No. 1/A, GIDC estate, BHAT, Gandhinagar",MD,Private,YES,YES,24X7,GB/133	,-2013,12/10/2018,23.109635,72.625835,0
493,Indian Medical Association (IMA) Blood Bank,Gujarat,GANDHINAGAR,Mansa,"Blood Bank, Indian Medical Association (IMA), Manasa Charitable Trust sanchalit C.M.K. and P.N.N. Voluntary Blood Bank, 1st floor, Vijay Complex,  Mansa-Gandhinagar Highway, Manasa-382845, Gandhinagar",MD,Charity,NO,NO,24X7,GB/62	,08-07-2013	,18-Jul,23.420056,72.653181,0
494,G.G.Hospital Blood Bank,Gujarat,JAMNAGAR,Jamnagar,"Blood Bank, The  M.P.Shah  Medical College and Guru Govindsinh Hospital, Jamnagar",MD,Government,YES,YES,24X7,GB/32	,01-01-2013	,31-12-2017,22.48531,70.058561,0
495,Jamnagar Voluntary Blood Bank,Gujarat,JAMNAGAR,Jamnagar,"Jamnagar Voluntary Blood Bank, 1st Floor, Shakuntla Apart.
Hawai Chowk, Jamnagar",MBBS,Private,NO,NO,9am - 6pm,GB/116	,Applied for renewal,27-07-2007,22.461884,70.072017,0
496,General Hospital Blood Bank,Gujarat,JAMNAGAR,Jamnagar,"Blood Bank, General Hospital, Jamkhambhalia, Jamnagar",MD,Government,NO,NO,24X7,GB/126	 ,2013	,18-Mar,22.208586,69.651914,0
497,Tata Chemical Limited Blood Bank Mithapur,Gujarat,JAMNAGAR,Jamnagar,"Blood Bank, Tata Chemical Limited, Okhamandal, Mithapur, 
Jamnagar",M B B S D A,Private,NO,NO,24X7,GB/49		,11-Dec,31-Dec-16,22.205519,69.102536,0
498,General Hospital Blood Bank Junagadh,Gujarat,JUNAGADH,Junagadh,"Blood Bank, General Hospital, Azad Chowk, Mahatma Gandhi Road, Junagadh",DCP,Government,NO,NO,24X7,G/683,Applied for renewal,Applied for renewal,21.520666,70.459367,0
499,Divyajyoti Charitable Voulantary Blood Bank,Gujarat,JUNAGADH,Junagadh,"Divyajyoti Charitable Voulantary Blood Bank, Varsing Pur Road, B/H Jalaramvadi, Una, Junagadh",MD,Charity,NO,NO,24X7,GB/145		,4/9/2015,4/10/2020,20.827644,70.041767,0
500,Shri Jivanprakash Foundation Voluntary Blood Bank,Gujarat,JUNAGADH,Junagadh,"Shri Jivanprakash Foundation Voluntary Blood Bank, Vikram Commercial Complex, Sardar Baug Road, Junagadh",MD,Charity,YES,NO,24X7,GB/111	,2013	,17-Mar,21.520902,70.453799,0
501,"Navjeevan Blood Bank and Clinical Laboratory,  Veraval",Gujarat,JUNAGADH,Junagadh,"Navjeevan Blood Bank and Clinical Laboratory, Lilashah Shopping Centre, First Floor, Nr. Bus Station, Veraval, 
Junagadh",MD,Private,NO,NO,24X7,GB/45	,01/01/2012 to, 31/12/2016,20.919489,70.352739,0
502,Navdeep Blood Bank  ,Gujarat,JUNAGADH,Junagadh,"Navdeep Blood Bank, Sankalp Complex, First Floor, 
S.T. Road,opp Dr. Chikkhalia Hospital, Junagadh",MD,Private,NO,NO,24X7,GB/141	,July 2013	,18-Jul,21.520745,70.454426,0
503,"Sardar Patel voulantary Blood Bank, Keshod",Gujarat,JUNAGADH,Keshod,"Sardar patel voulantary Blood Bank, 1st Floor Sheetal Building, Ramnagar station road, Keshod, Junagadh ",MBBS,Charity,NO,NO,24X7,GB/149	 ,5/5/2011,4/5/2016,21.297078,70.246131,0
504,"G.K. General Hospital Blood Bank, Bhuj",Gujarat,KACHCHH,Bhuj,"Blood Bank, G.K. General Hospital, Bhuj, Kutch",MD,Government,NO,NO,24X7,GB/115	,06/02/2014 to ,5/2/2019,23.240587,23.240587,0
505,Rajabhai Patel Blood Bank (IMA),Gujarat,KACHCHH,Gandhidham,"Indian Medical Association Gandhidham Trust (Reg.), 
Rajabhai Patel Blood Bank, Gandhidham Trust, Near Gurukul Road, Gandhidham, Kutch",Diploma in Clinical Pathology,Charity,YES,NO,24X7,GB/72	,APPLIED FOR RENEWAL,APPLIED FOR RENEWAL,23.073501,23.073501,0
506,Mayur Voluntary Blood Bank   Mandvi,Gujarat,KACHCHH,Kutch,"Mayur Voluntary Blood Bank & Pathology Laboratory, 
Azad Chowk, Mandvi, Kutch",MBBS,Private,NO,NO,9 t0 6( 7 days),GB/63	 to ,1/1/2012,31-12-2016,22.833302,69.354198,0
507,Jivan Jyot Blood Bank  ,Gujarat,KACHCHH,Kutch,"Jivanjyot Blood Bank, 63, A/B, Vijyanagar, New Hospital Road, Bhuj, Kutch
",MBBS,Charity,YES,NO,24X7,GB/43	,01-01-2012	,31-12-2016,23.241748,69.67181,0
508,"Matrushri Meghbai Pramji Jetha Hospital and Research Centre, Bhuj ",Gujarat,KACHCHH,Kutch,"Blood Bank, Matrushri Meghbhai Premaji Jetha Hospital and Research Centre, Sardar Patel Vidhya Sankul, Bhuj - Mundra Road, Kutch.",MD,Charity,NO,NO,24X7,GB/153,	2013	,14-01-2017,23.242291,69.666889,0
509,Indian Red Cross Society Blood Bank ,Gujarat,KHEDA,Kapadwanj,"Indian Red Cross Society managed, C.R. Parikh Blood Bank, Indian Red Cross Society Building, Railway Station Road, 
Kapadwanj, Kheda",MBBS,Private,NO,NO,24X7,GB/82	,December -2012	,17-Dec,22.021536,73.0772,0
510,Indian Red Cross Society Blood Bank Nadiad,Gujarat,KHEDA,Nadiad,"Blood Bank, Indian Red Cross Society, Shri H.V.Desai Blood Bank, Red Cross Building, Santram Road, Nadiad, Kheda",MD,Private,NO,NO,24X7,G/761	,1/1/2012,31-12-2016,22.691088,22.691088,0
511,Muljibhai Patel Urological Hospital Blood Bank,Gujarat,KHEDA,Nadiad,"Blood Bank, Muljibhai Patel Urological Hospital, Dr. V.V. Desai Marg, Nadiad, Kheda",MBBS,Private,NO,NO,24X7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,22.683058,72.872039,0
512,Gujarat Methodist Church Cardiac Care and Research Society Blood Bank,Gujarat,KHEDA,Nadiad,"Blood Bank, Gujarat Methodist Church Centre Care and Research Society, Mission Road, Nadiad, Kheda",MBBS,Charity,NO,NO,24X7,GB/97	,1/3/2008,28-02-2013,22.701204,72.844443,0
513,General Hospital Blood Bank Mehsana,Gujarat,Mehsana,Mehsana,"Blood Bank, General Hospital, Near Bus Stand, Rajmahal Road, Mehsana",MD,Government,NO,NO,24X7,G 689,Applied for renewal,Applied for renewal,23.608546,72.391231,0
514,Mehsana Jaycees Charitable Trust Blood Bank,Gujarat,Mehsana,Mehsana,"Mehsana Jaycees Charitable Trust Sanchalit Sarvodaya Commercial Co.op Voluntary Blood Bank, Pinky Super Bazar, Dairy Road, Mehsana",MD,Private,YES,NO,24X7,GB/657	,1/1/2013,31-12-2017,23.607589,72.384975,0
515,"Sardar Seva Trust, Unjha Nagrik Sahkari Voluntary Blood Bank",Gujarat,Mehsana,Unjha,"Sardar Seva Trust Sanchalit Unjha Nagrik Sahkari Bank Ltd., Voluntary Blood Bank, 1st Floor Poonam Complex, Unjha
Mehsana",MBBS,Private,NO,NO,24X7,GB/23	,1/1/2012,31-12-2016,23.804024,72.389713,0
516,Visnagar Voluntary Blood Bank,Gujarat,Mehsana,Visnagar,"Jivan Jyot Charitable Trust, Sanchalit Visnagar Voluntary Blood Bank, Station Road, Visnagar, Mehsana",MD,Private,NO,NO,24X7,G/746	 ,1/1/2013,31-12-2017,23.701586,72.541897,0
517,Indian Red Cross Society Blood Bank Navsari,Gujarat,NAVSARI,Navsari,"Blood Bank, Indian Red Cross Society, B.K.Shah Red Cross Bhavan, Station Road, Navsari",MD,Private,YES,NO,24X7,G/713	,19-10-2009 	,18-10-2014 (Renwed - License is awaited),20.949882,72.918373,0
518,Lions Medical Trust Blood Bank Chikhali,Gujarat,NAVSARI,Navsari,"Blood Bank, Lions Medical Research and Educational Charitable Trust Blood Bank, Opposite to Referral Hospital, 
Chikhali, Navsari",MD,Private,NO,NO,24X7,GB/94	,1/1/2012,31-12-2016,20.947927,73.028072,0
519,N. M. Patel Blood Bank Bilimora,Gujarat,NAVSARI,Navsari,"Blood Bank, Lions Club Billimora Charitable Foundation Sponsored by N.M. Patel Blood Bank, Shroff Complex, 
Nr. Dr. Gupta Hospital, Bilimora, Navsari",MBBS,Charity,NO,NO,24X7,G/705	 ,1/1/2012,31-12-2016,0.0,0.0,0
520,Indian red Cross Society Blood Bank Godhara,Gujarat,Panchmahal ,Godhara,"Blood Bank, Indian red Cross Society, Civil Lines, Godhra, 
Panchmahal",MD,Private,YES,NO,24X7,GB/104,2013	,18-Feb,22.770106,22.770106,0
521,"General Hospital Blood Bank Godhra, ",Gujarat,Panchmahal ,Godhra,"Blood Bank, General Hospital, Godhra, Panchmahal",MD,Government,NO,NO,24X7,GB/57	,Applied for renewal,Applied for renewal - License is awaited,22.771958,73.620689,0
522,Raktdan Kendra Voluntary Blood Bank Godhra ,Gujarat,Panchmahal ,Godhra,"Raktdan Kendra Voluntary Blood Bank, Modi Ni Wadi No. 3, Near Nehru Garden, Godhra, Panchmahal",MBBS,Private,YES,NO,24X7,G/821	,2014	,19-Aug,22.762228,73.608892,0
523,Seventilal Kantilal Blood Bank,Gujarat,PATAN,Patan,"The Rotary Club of Patan Charitable Trust Sanchlit Seventilal Kantilal Blood Bank, &#39;Rotary Bhavan&#39;, Khetarvari, Patan",MBBS,Private,YES,NO,24X7,GB/686		,2013,31-12-2017,23.848226,72.112104,0
524,GMERS Medical College and Hospital Blood Bank Dharpur ,Gujarat,PATAN,Patan,"Blood Bank, GMERS Medical College, Dharpur, Patan ",MD,Government,NO,NO,24X7,GB/166	 ,24-02-2012,23-02-2017,23.84643,72.191676,0
525,"Bahansali Trust Raktdan Kendra, Radhanpur ",Gujarat,PATAN,Patan,"Bahansali Trust Raktdan Kendra, Bahansali Trust Hospital, 
Highway, Radhanpur, Patan",MD,Private,NO,NO,24X7,GB/129	,2012	,18-05-2018,23.823539,71.616139,0
526,General Hospital Blood Bank Siddhpur,Gujarat,PATAN,Siddhpur,"Blood Bank, General Hospital, Siddhapur, Patan",MD,Government,NO,NO,24X7,GB/164	,13-06-2011,12/6/2016,23.916169,72.372983,0
527,General Hospital Blood Bank Porbandar,Gujarat,PORBANDAR,Porbandar,"Blood Bank, General Hospital, Porbandar",MD,Government,NO,NO,24X7,GB/719,14-06-2008	,13-06-2013,21.636578,69.628472,0
528,Asha Children Hospital and Blood Bank,Gujarat,PORBANDAR,Porbandar,"Asha Children Hospital and Blood Bank, Near Vasi Talav,
Porbandar",MD,Private,NO,NO,24X7,GB/120,07-11-2012	,6/11/2017,21.633396,21.633396,0
529,Shri Ram Blood Bank Porbandar,Gujarat,PORBANDAR,Porbandar,"Shri Ram Blood Bank, Star Compound, M.G. Road, 
Porbandar",MD,Private,NO,NO,9 to 8 (7 days),GB/130,2013	,31-05-2018,21.640642,69.604689,0
530,Astha Voluntary Blood Bank Gondal,Gujarat,RAJKOT,Gondal,"Astha Voluntary Blood Bank, Jetpur Road, Opposite to
Hava Mahel, Near G.F.D.C. Gate, Gondal, Rajkot",MD,Private,NO,NO,24X7,GB/150,05-05-2012	,5/4/2016,21.959147,70.803122,0
531,P.D.U. Medical College Blood Bank,Gujarat,RAJKOT,Rajkot,"Blood Bank, P.D.U. Medical College and General Hospital,
R.Nc.102, Jamnagar Road, Rajkot",MD,Government,YES,NO,24X7,GB/118	 ,11/3/2011,10/3/2016,22.304595,70.799732,0
532,Rajkot Voluntary Blood Bank and Research Centre,Gujarat,RAJKOT,Rajkot,"Rajkot Voluntary Blood Bank and Research Centre, 
Pitroda House, Malaviya Road, Rajkot",MD,Private,YES,NO,24X7,G/228	 ,1/11/2013,31-10-2018,22.287302,70.8003,0
533,Red Cross Blood Bank Rajkot,Gujarat,RAJKOT,Rajkot,"Red Cross Building, 1st Floor, Suchak Road, Near Kundaliya College, Rajkot",Office Assistant,Government,YES,NO,24X7,GB/158	,19-10-2012,18-10-2017,22.295381,70.796956,0
534, Saurastra Voluntary Blood Bank Rajkot,Gujarat,RAJKOT,Rajkot,"Kathiyawad Medical Education Trust sanchalit Saurastra Voluntary Blood Bank and Research Centre, Shashikunj commercial complex, 621, Mangal Park, Nirmalaconvent Road, Near Madhi Chowk, Rajkot",MD,Charity,YES,NO,24X7,GB/156	,23-03-2012 ,22-03-2017,22.30301,70.787022,0
535,General Hospital Blood Bank Morbi,Gujarat,RAJKOT,Rajkot,"Blood Bank, General Hospital, Morbi, Rajkot",MBBS,Government,NO,NO,24X7,G/679	,1/1/2013,31-12-2017,22.815814,70.831473,0
536,Nationality Development Foundation Blood Bank Rajkot,Gujarat,RAJKOT,Rajkot,"Blood Bank, Nationality Development Foundation,
Smt. S.C.Patel (Field Marshal Blood Banks), Medicare, 3rd Floor, Vidyanagar Main Road, Rajkot",MBBS,Charity,YES,NO,24X7,GB/87	,2011	,31-12-2016,22.283334,70.799999,0
537,"Nathani Voluntary Blood Bank,  Rajkot ",Gujarat,RAJKOT,Rajkot,"Nathani Voluntary Blood Bank and Blood Tranfusion. 
11, Tejash Building,20/22, New Janpath Plot, Rajkot ",MBBS,Private,YES,NO,24X7,GB/59	,01-May	,11/1/2019,22.2943,70.788614,0
538,Shiv Voluntary Blood Bank Morbi,Gujarat,RAJKOT,Rajkot,"Shiv Voluntary Blood Bank, 2nd Floor, Pawan Complex, Sanala Road, Near Sagar Hospital, Morbi, Rajkot",MBBS,Private,NO,NO,24X7,GB/86	 ,1/1/2012,31-12-2016,22.811453,70.828261,0
539,Jetpur Medical Foundation Trust Blood Bank Jetpur,Gujarat,RAJKOT,Rajkot,"Blood Bank, Jetpur Medical Foundation Trust, 2nd Floor, opp. Union Bank of India, Kanakiya Plot, Jetpur, Rajkot",MBBS,Private,NO,NO,24X7,GB/157	 ,15-10-2012,14-10-2017,21.757189,70.622644,0
540,Jagruti Charitable Trust Blood Bank Dhoraji,Gujarat,RAJKOT,Rajkot,"Jagruti Charitable Trust Blood Bank, Azad Chowk, Three Gate, Dhoraji, Rajkot",MD,Private,NO,NO,24X7,GB/69		,7/1/2012,30-06-2017,21.731878,70.450128,0
541,GMERS Medical College Attach Sir Pratap General Hospital Blood Bank,Gujarat,Sabarkantha,Himmatnagar,"Blood Bank, GMERS Medical College Attach Sir Pratap General Hospital, Himmatnagar, Sabarkantha",MBBS,Government,NO,NO,24X7,GB/678	,2012	,17-Dec,23.595692,72.960688,0
542,Indian Red Cross Society Blood Bank Himmatnagar,Gujarat,Sabarkantha,Himmatnagar,"Blood Bank., Indian Red Cross Society Sabarkantha District Branch, Sheth Shri Jamanadas Madhavji Tanna , Red Cross Bhavan, Nr. G.P.O., State Highway, 
Himmatnagar, Sabarkantha",MD,Private,NO,NO,24X7,G/679 ,1/1/2013,31-12-2017,23.056733,72.573372,0
543,Patel Voluntary Blood Bank Modasa,Gujarat,Sabarkantha,Sabarkantha,"Patel Voluntary Blood Bank, Dr. Yogesh Upadhyay&#39;s Hospital, Siddhi Vinayak Comlpex, Shamlaji Road, Modasa, 
Sabarkantha",MBBS,Private,NO,NO,24X7,GB/147	,19-12-2010 ,18-12-2015,23.467375,73.297689,0
544,Trimurti Blood Bank,Gujarat,Sabarkantha,Sabarkantha,"Trimurti Blood Bank, B/H Trimurti Hospital, B/H Bus stop, Srinagar, Idar - 383430, Sabarkantha",MD,Private,NO,NO,24X7,GB/144		,2014,14-Sep-19,23.838678,23.838678,0
545,Late N.H. Ramani Memorial Voluntary Blood Bank and Navchetan Pathology Lab Modasa,Gujarat,Sabarkantha,Sabarkantha,"Late N.H. Ramani Memorial Voluntary Blood Bank and Navchetan Pathology Lab, 2nd floor, Upasana Complex, Nr. S.T. Stand, Modasa, Sabarkantha.",MD,Private,NO,NO,24X7,GB/90		,28-08-2012,27-08-2017,23.459892,73.297569,0
546,New Civil Hospital Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, The New Civil Hospital, Outside Majura Gate, 
Surat",MD (Pathology),Government,YES,YES,24X7,G-710,1/1/2012,31-12-2016,21.180272,72.821117,0
547,Surat Raktdan Kendra,Gujarat,SURAT,Surat,"Surat Raktdan Kendra, Udhna Khatodara Health Centre, 
Near Chosath Joganiyo Mataji Mandir, Udhna, Magdalla Road, Surat.",MD,Government,YES,YES,24X7,GB/15,Applied for renewal,Applied for renewal,21.172667,72.829951,0
548,"Lok Samarpan Raktadan Kendra, Surat",Gujarat,SURAT,Surat,"Lok Samarpan Raktadan Kendra Blood Bank, 
15, Miranagar, Opp.Saurastra Bhavan,
Mini Bazar, Varachha Road, 
Surat",MD,Private,YES,YES,24X7,GB/24	,Jan-13	,31-Dec-17,21.219718,72.910619,0
549,Shree Mahavir Health And Medical Relief Society Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, Shree Mahavir Health And Medical Relief Society, Shri B.D.Mehta  Mahavir Heart Institute, Shree Mahavir Health Campus,  Athwagate, Ring road, Surat",MD,Private,YES,YES,24X7,GB/100	,December - 2013	,31-12-2017,21.184104,72.813897,0
550,Shree Sardar Smarak Hospital Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, Shree Sardar Smarak Hospital Blood Bank, 
Station Road, Sardar Baug, Bardoli, Surat",MD,Charity,YES,YES,24X7,GB 134,30.05.2013,31.05.2018,21.130451,73.108096,0
551,SMIMER Hospital Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, Surat Municipal Institute for Medical Education and Research, (SMIMER), Umarwada, Surat",MD,Government,YES,YES,24X7,G/788	,28-07-2014 ,27-07-2019,21.196246,72.845477,0
552, Surat Health Care Foundation Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, Aminaben Gangat and Ayeshaben Patel Blood Bank, Surat Health Care Foundation, C/o. Lokhat Hospital, Nr. Rampura Petrol Pump, Rampura, Surat","MD.(Pathology), DCP",Charity,YES,NO,24X7,GB/05,03.05.1994,31.12.2016,21.195,72.819444,0
